2026-02-24T03:36:24Z,aec-cbb-hou-kan-2026-02-23,cbb,2,35-48,12:00,13,0.0850,0.9150
2026-02-24T03:37:26Z,aec-cbb-hou-kan-2026-02-23,cbb,2,35-48,12:00,13,0.0950,0.9050
2026-02-24T03:38:27Z,aec-cbb-hou-kan-2026-02-23,cbb,2,35-48,12:00,13,0.0950,0.9050
2026-02-24T03:39:28Z,aec-cbb-hou-kan-2026-02-23,cbb,2,35-48,12:00,13,0.0950,0.9050
2026-02-24T03:40:29Z,aec-cbb-hou-kan-2026-02-23,cbb,2,35-49,12:00,14,0.0950,0.9050
2026-02-24T03:41:31Z,aec-cbb-hou-kan-2026-02-23,cbb,2,37-49,11:12,12,0.1250,0.8750
2026-02-24T03:42:32Z,aec-cbb-hou-kan-2026-02-23,cbb,2,37-49,11:12,12,0.1450,0.8550
2026-02-24T03:43:33Z,aec-cbb-hou-kan-2026-02-23,cbb,2,39-52,09:59,13,0.0850,0.9150
2026-02-24T03:44:34Z,aec-cbb-hou-kan-2026-02-23,cbb,2,39-54,09:36,15,0.0600,0.9400
2026-02-24T03:45:35Z,aec-cbb-hou-kan-2026-02-23,cbb,2,39-57,08:48,18,0.0350,0.9650
2026-02-24T03:46:37Z,aec-cbb-hou-kan-2026-02-23,cbb,2,39-57,08:37,18,0.0250,0.9750
2026-02-24T03:47:38Z,aec-cbb-hou-kan-2026-02-23,cbb,2,41-57,08:37,16,0.0250,0.9750
2026-02-24T03:48:39Z,aec-cbb-hou-kan-2026-02-23,cbb,2,41-59,07:32,18,0.0250,0.9750
2026-02-24T03:49:41Z,aec-cbb-hou-kan-2026-02-23,cbb,2,41-59,07:32,18,0.0150,0.9850
2026-02-24T03:50:42Z,aec-cbb-hou-kan-2026-02-23,cbb,2,41-59,07:32,18,0.0150,0.9850
2026-02-24T03:51:43Z,aec-cbb-hou-kan-2026-02-23,cbb,2,41-59,07:32,18,0.0150,0.9850
2026-02-24T03:52:44Z,aec-cbb-hou-kan-2026-02-23,cbb,2,41-61,07:32,20,0.0150,0.9850
2026-02-24T03:53:46Z,aec-cbb-hou-kan-2026-02-23,cbb,2,43-61,06:57,18,0.0150,0.9850
2026-02-24T03:54:47Z,aec-cbb-hou-kan-2026-02-23,cbb,2,46-61,06:21,15,0.0200,0.9800
2026-02-24T03:55:48Z,aec-cbb-hou-kan-2026-02-23,cbb,2,48-61,05:48,13,0.0200,0.9800
2026-02-24T03:55:48Z,aec-nba-uta-hou-2026-02-23,nba,3,47-68,12:00,21,0.0200,0.9800
2026-02-24T03:56:49Z,aec-cbb-hou-kan-2026-02-23,cbb,2,48-61,05:48,13,0.0400,0.9600
2026-02-24T03:56:49Z,aec-nba-uta-hou-2026-02-23,nba,3,47-71,11:14,24,0.0200,0.9800
2026-02-24T03:57:51Z,aec-cbb-hou-kan-2026-02-23,cbb,2,48-61,05:16,13,0.0500,0.9500
2026-02-24T03:57:51Z,aec-nba-uta-hou-2026-02-23,nba,3,48-71,10:50,23,0.0200,0.9800
2026-02-24T03:58:52Z,aec-cbb-hou-kan-2026-02-23,cbb,2,48-61,04:44,13,0.0350,0.9650
2026-02-24T03:58:52Z,aec-nba-uta-hou-2026-02-23,nba,3,49-73,10:32,24,0.0200,0.9800
2026-02-24T03:59:53Z,aec-cbb-hou-kan-2026-02-23,cbb,2,51-64,03:42,13,0.0250,0.9750
2026-02-24T03:59:53Z,aec-nba-uta-hou-2026-02-23,nba,3,49-75,09:56,26,0.0150,0.9850
2026-02-24T04:00:54Z,aec-cbb-hou-kan-2026-02-23,cbb,2,51-67,02:48,16,0.0200,0.9800
2026-02-24T04:00:54Z,aec-nba-uta-hou-2026-02-23,nba,3,49-75,09:56,26,0.0150,0.9850
2026-02-24T04:01:56Z,aec-cbb-hou-kan-2026-02-23,cbb,2,51-67,02:48,16,0.0200,0.9800
2026-02-24T04:01:56Z,aec-nba-uta-hou-2026-02-23,nba,3,49-75,09:56,26,0.0150,0.9850
2026-02-24T04:02:57Z,aec-cbb-hou-kan-2026-02-23,cbb,2,51-67,02:48,16,0.0200,0.9800
2026-02-24T04:02:57Z,aec-nba-uta-hou-2026-02-23,nba,3,49-75,09:42,26,0.0150,0.9850
2026-02-24T04:03:58Z,aec-cbb-hou-kan-2026-02-23,cbb,2,51-67,02:48,16,0.0200,0.9800
2026-02-24T04:03:58Z,aec-nba-uta-hou-2026-02-23,nba,3,51-75,08:49,24,0.0150,0.9850
2026-02-24T04:04:59Z,aec-cbb-hou-kan-2026-02-23,cbb,2,51-67,02:21,16,0.0200,0.9800
2026-02-24T04:04:59Z,aec-nba-uta-hou-2026-02-23,nba,3,54-79,07:49,25,0.0150,0.9850
2026-02-24T04:06:00Z,aec-cbb-hou-kan-2026-02-23,cbb,2,51-67,01:39,16,0.0200,0.9800
2026-02-24T04:06:00Z,aec-nba-uta-hou-2026-02-23,nba,3,56-79,07:06,23,0.0150,0.9850
2026-02-24T04:07:02Z,aec-cbb-hou-kan-2026-02-23,cbb,2,54-69,00:36,15,0.0200,0.9800
2026-02-24T04:07:02Z,aec-nba-uta-hou-2026-02-23,nba,3,56-79,07:06,23,0.0150,0.9850
2026-02-24T04:08:03Z,aec-cbb-hou-kan-2026-02-23,cbb,2,54-69,00:06,15,0.0200,0.9800
2026-02-24T04:08:03Z,aec-nba-uta-hou-2026-02-23,nba,3,56-79,07:06,23,0.0150,0.9850
